DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	4p13	4	43888423	NR	RN7SL193P - LOC402175	106480493	402175		24874	10492	rs148386737-?	rs148386737	0	148386737	intergenic_variant	1	NR	2E-6	5.698970004336019	(Native Hawaiian)	1.2238	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	16q21	16	65627613	NR	LINC00922 - LOC107984823	283867	107984823		51313	182427	rs151011520-?	rs151011520	0	151011520	intron_variant	1	NR	1E-6	6.0	(Native Hawaiian)	1.5544	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	4q27	4	121999890	NR	LOC102724158 - RN7SL335P	102724158	106480375		10168	87618	rs17643636-?	rs17643636	0	17643636	intergenic_variant	1	NR	2E-6	5.698970004336019	(Native Hawaiian)	1.1347	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	9p13.3	9	33995448	NR	UBAP2			55833			rs180850064-?	rs180850064	0	180850064	non_coding_transcript_exon_variant	0	NR	1E-6	6.0	(Native Hawaiian)	1.3692	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	21q22.3	21	41474608	NR	TMPRSS2			7113			rs183026840-?	rs183026840	0	183026840	intron_variant	0	NR	9E-6	5.045757490560675	(Native Hawaiian)	0.8436	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	3p21.31	3	44285656	NR	TOPAZ1			375337			rs184952719-?	rs184952719	0	184952719	intron_variant	0	NR	7E-6	5.154901959985743	(Native Hawaiian)	1.2616	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	2q23.3	2	153086712	NR	LOC105373691 - ATP5F1P4	105373691	100422514		58426	72226	rs186826000-?	rs186826000	0	186826000	intergenic_variant	1	NR	8E-6	5.096910013008056	(Native Hawaiian)	1.2102	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	6p22.1	6	29904733	NR	HLA-T - DDX39BP1	352964	100048904		5786	1814	rs189370103-?	rs189370103	0	189370103	upstream_gene_variant	1	NR	8E-6	5.096910013008056	(Native Hawaiian)	1.0607	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	16p13.3	16	5984142	NR	RBFOX1			54715			rs191076832-?	rs191076832	0	191076832	intron_variant	0	NR	6E-6	5.221848749616356	(Native Hawaiian)	1.1977	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	3q26.2	3	170285775	NR	PRKCI			5584			rs191153365-?	rs191153365	0	191153365	intron_variant	0	NR	3E-6	5.522878745280337	(Native Hawaiian)	1.2581	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	7q21.3	7	95994998	NR	DYNC1I1			1780			rs1988399-?	rs1988399	0	1988399	intron_variant	0	NR	7E-6	5.154901959985743	(Native Hawaiian)	0.2318	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	11p15.1	11	21024881	NR	NELL1			4745			rs35295995-?	rs35295995	0	35295995	intron_variant	0	NR	5E-6	5.301029995663981	(Native Hawaiian)	0.8108	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	20q13.12	20	45878897	NR	ZSWIM3			140831			rs4812973-?	rs4812973	0	4812973	3_prime_UTR_variant	0	NR	8E-6	5.096910013008056	(Native Hawaiian)	0.4476	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	5q31.2	5	136997105	NR	SPOCK1			6695			rs6876032-?	rs6876032	0	6876032	intron_variant	0	NR	8E-6	5.096910013008056	(Native Hawaiian)	0.4158	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	5q11.2	5	57547358	NR	LOC102724122 - LINCR-0003	102724122	100996645		11888	22984	rs6895539-?	rs6895539	0	6895539	intergenic_variant	1	NR	5E-6	5.301029995663981	(Native Hawaiian)	0.805	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	11q24.3	11	128222597	NR	LOC105369564			105369564			rs71479994-?	rs71479994	0	71479994	intron_variant	0	NR	9E-6	5.045757490560675	(Native Hawaiian)	0.8798	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	10q26.3	10	132408041	NR	PWWP2B			170394			rs74383458-?	rs74383458	0	74383458	intron_variant	0	NR	9E-6	5.045757490560675	(Native Hawaiian)	0.9857	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	19p13.3	19	2522673	NR	GNG7			2788			rs74407240-?	rs74407240	0	74407240	intron_variant	0	NR	9E-6	5.045757490560675	(Native Hawaiian)	0.705	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	18q23	18	79568615	NR	NFATC1 - LOC284240	4772	284240		39292	5090	rs75000611-?	rs75000611	0	75000611	intergenic_variant	1	NR	7E-7	6.154901959985743	(Native Hawaiian)	0.995	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	13q32.3	13	99804258	NR	CLYBL, LOC101927437			171425, 101927437			rs75327846-?	rs75327846	0	75327846	intron_variant	0	NR	1E-6	6.0	(Native Hawaiian)	0.9315	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	7p22.3	7	1752760	NR	ELFN1 - MAD1L1	392617	8379		4806	63032	rs76720445-?	rs76720445	0	76720445	downstream_gene_variant	1	NR	3E-6	5.522878745280337	(Native Hawaiian)	0.7911	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	8q11.1	8	46141196	NR	CYP4F44P - HSPA8P13	106480733	106480803		2600269	407893	rs76794758-?	rs76794758	0	76794758	intergenic_variant	1	NR	8E-7	6.096910013008056	(Native Hawaiian)	1.1364	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	6q24.1	6	140195831	NR	RNA5SP220 - MIR3668	100873480	100500879		37137	9421	rs76846186-?	rs76846186	0	76846186	intergenic_variant	1	NR	2E-8	7.698970004336019	(Native Hawaiian)	1.4779	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	22q13.31	22	44075243	NR	PARVB			29780			rs77206040-?	rs77206040	0	77206040	intron_variant	0	NR	4E-6	5.3979400086720375	(Native Hawaiian)	1.2408	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	2q22.1	2	141257677	NR	LRP1B			53353			rs77455689-?	rs77455689	0	77455689	intron_variant	0	NR	4E-6	5.3979400086720375	(Native Hawaiian)	1.1204	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	12q12	12	43590425	NR	LOC400026 - EEF1A1P17	400026	401717		18254	56501	rs77464658-?	rs77464658	0	77464658	intergenic_variant	1	NR	5E-6	5.301029995663981	(Native Hawaiian)	0.9525	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	8q11.1	8	46035004	NR	CYP4F44P - HSPA8P13	106480733	106480803		2494077	514085	rs77583023-?	rs77583023	0	77583023	intergenic_variant	1	NR	1E-6	6.0	(Native Hawaiian)	1.125	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	3p13	3	71987769	NR	RN7SL271P - LOC105377157	106479321	105377157		160298	5500	rs77673554-?	rs77673554	0	77673554	regulatory_region_variant	1	NR	8E-6	5.096910013008056	(Native Hawaiian)	0.9345	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	18p11.31	18	6894476	NR	ARHGAP28			79822			rs77741790-?	rs77741790	0	77741790	intron_variant	0	NR	4E-6	5.3979400086720375	(Native Hawaiian)	0.3788	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	5q31.2	5	137107558	NR	SPOCK1			6695			rs79987496-?	rs79987496	0	79987496	intron_variant	0	NR	2E-7	6.698970004336019	(Native Hawaiian)	1.1521	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	4p14	4	36440352	NR	MIR1255B1 - LOC105374400	100313806	105374400		13924	55863	rs80127210-?	rs80127210	0	80127210	intergenic_variant	1	NR	3E-6	5.522878745280337	(Native Hawaiian)	0.94	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	12q21.1	12	72224079	NR	TRHDE			29953			rs11179118-?	rs11179118	0	11179118	intron_variant	0	NR	2E-6	5.698970004336019		0.3063	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	4q35.2	4	188259805	NR	LOC105377607 - RPL7AP27	105377607	152663		76853	89513	rs112226039-?	rs112226039	0	112226039	intergenic_variant	1	NR	7E-8	7.154901959985743		0.1868	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	8p23.3	8	1027436	NR	ERICH1-AS1			619343			rs113660214-?	rs113660214	0	113660214	intron_variant	0	NR	2E-6	5.698970004336019		0.5166	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	2p21	2	44833338	NR	LOC105374573 - LOC100130502	105374573	100130502		10938	87742	rs114059891-?	rs114059891	0	114059891	intergenic_variant	1	NR	2E-6	5.698970004336019		0.52	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	20p12.3	20	8915129	NR	PLCB1 - LOC105372522	23236	105372522		30218	47070	rs115205687-?	rs115205687	0	115205687	intron_variant	1	NR	1E-6	6.0		0.4923	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	17q25.1	17	73788236	NR	LOC400620, LINC00469			400620, 283982			rs116885154-?	rs116885154	0	116885154	intron_variant	0	NR	4E-7	6.3979400086720375		0.4672	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
